"Last Modified","Container Type","Container Description","Track Description","Ignore For Recommendations",Country,"Container Reference","Track Reference","Feature Name","First Event Timestamp","Last End Reason Tyoe","Last Event End Timestamp","Last Event Received Timestamp","Last Event Start Timestamp","Max Event End Position in millis","Max Play Duration in millis","Media duration in millis","Media type","Min Event Start Position in millis","Total plays","Total skips","Total play duration in millis"
2024-09-05T05:56:14.993Z,N/A,N/A,"TWICE - Just be yourself",false,France,N/A,1633009361,"library / songs",2024-09-05T05:56:14.993Z,NATURAL_END_OF_TRACK,2024-09-05T10:07:16.119Z,2024-09-05T10:07:16.216Z,2024-09-05T10:07:11.146Z,202461,197488,202461,AUDIO,0,1,0,202461
2024-09-05T05:52:09.179Z,N/A,N/A,"BTS - Born Singer",false,France,N/A,1627573946,"library / songs",2024-09-05T05:52:09.179Z,NATURAL_END_OF_TRACK,2024-09-05T05:56:15.119Z,2024-09-05T05:56:15.243Z,2024-09-05T05:55:07.084Z,238689,170654,238689,AUDIO,0,1,0,238689
2024-09-05T05:48:54.725Z,N/A,N/A,"RIIZE - Honestly",false,France,N/A,1742276110,"library / songs",2024-09-05T05:48:54.725Z,NATURAL_END_OF_TRACK,2024-09-05T05:52:08.859Z,2024-09-05T05:52:08.929Z,2024-09-05T05:48:54.725Z,194134,194134,194134,AUDIO,0,1,0,194134
2024-09-05T05:45:53.918Z,N/A,N/A,"Lauv - Who (feat. BTS)",false,France,N/A,1480846930,"library / songs",2024-09-05T05:45:53.918Z,NATURAL_END_OF_TRACK,2024-09-05T05:48:54.331Z,2024-09-05T05:48:54.462Z,2024-09-05T05:45:53.918Z,180413,180413,180413,AUDIO,0,1,0,180413
2024-09-05T05:43:27.004Z,N/A,N/A,"Gaho - OOO",false,France,N/A,1594803087,"library / songs",2024-09-05T05:43:27.004Z,NATURAL_END_OF_TRACK,2024-09-05T05:45:53.510Z,2024-09-05T05:45:53.563Z,2024-09-05T05:43:27.004Z,146506,146506,146506,AUDIO,0,1,0,146506
2024-09-05T05:40:29.127Z,N/A,N/A,"ITZY - Not Shy",false,France,N/A,1608247446,"library / songs",2024-09-05T05:40:29.127Z,NATURAL_END_OF_TRACK,2024-09-05T05:43:26.855Z,2024-09-05T05:43:26.999Z,2024-09-05T05:40:29.127Z,177728,177728,177728,AUDIO,0,1,0,177728
2024-09-05T05:37:18.449Z,N/A,N/A,"Red Velvet - Zimzalabim",false,France,N/A,1468948704,"library / songs",2024-09-05T05:37:18.449Z,NATURAL_END_OF_TRACK,2024-09-05T05:40:29.308Z,2024-09-05T05:40:29.352Z,2024-09-05T05:37:18.449Z,190859,190859,190859,AUDIO,0,1,0,190859
2024-09-04T20:57:30.665Z,N/A,N/A,"EVERGLOW - BACK 2 LUV",false,France,N/A,1747695786,"library / songs",2024-09-04T20:57:30.665Z,NATURAL_END_OF_TRACK,2024-09-05T05:33:04.213Z,2024-09-05T05:33:44.303Z,2024-09-05T05:33:02.446Z,198480,196714,198480,AUDIO,0,1,0,198481
2024-09-05T05:33:01.906Z,N/A,N/A,"TREASURE - ORANGE",false,France,N/A,1547403589,"library / songs",2024-09-05T05:33:01.906Z,NATURAL_END_OF_TRACK,2024-09-05T05:37:18.359Z,2024-09-05T05:37:18.522Z,2024-09-05T05:33:01.906Z,256453,256453,256453,AUDIO,0,1,0,256453
2024-09-04T20:53:55.753Z,N/A,N/A,"NCT 127 - Road Trip",false,France,N/A,1582747165,"library / songs",2024-09-04T20:53:55.753Z,NATURAL_END_OF_TRACK,2024-09-04T20:57:30.806Z,2024-09-04T20:57:30.880Z,2024-09-04T20:53:55.753Z,215053,215053,215053,AUDIO,0,1,0,215053
2024-09-04T20:50:54.981Z,N/A,N/A,"THE BOYZ - Levitating",false,France,N/A,1639285560,"library / songs",2024-09-04T20:50:54.981Z,NATURAL_END_OF_TRACK,2024-09-04T20:53:55.411Z,2024-09-04T20:53:55.502Z,2024-09-04T20:50:54.981Z,180430,180430,180430,AUDIO,0,1,0,180430
2024-09-04T20:46:43.649Z,N/A,N/A,"Red Velvet - Eyes Locked, Hands Locked",false,France,N/A,1476513537,"library / songs",2024-09-04T20:46:43.649Z,NATURAL_END_OF_TRACK,2024-09-04T20:50:54.618Z,2024-09-04T20:50:54.743Z,2024-09-04T20:46:43.649Z,250969,250969,250969,AUDIO,0,1,0,250969
2024-09-04T20:42:36.062Z,N/A,N/A,"SEVENTEEN - Same Dream, Same Mind, Same Night",false,France,N/A,1571363629,"library / songs",2024-09-04T20:42:36.062Z,NATURAL_END_OF_TRACK,2024-09-04T20:46:43.982Z,2024-09-04T20:46:44.055Z,2024-09-04T20:42:36.062Z,247920,247920,247920,AUDIO,0,1,0,247920
2024-09-04T20:39:07.300Z,N/A,N/A,"Weeekly - Page (A Story That Reached Me)",false,France,N/A,1755132260,"library / songs",2024-09-04T20:39:07.300Z,NATURAL_END_OF_TRACK,2024-09-04T20:42:35.437Z,2024-09-04T20:42:35.566Z,2024-09-04T20:39:07.300Z,208137,208137,208137,AUDIO,0,1,0,208137
2024-09-04T20:35:32.065Z,N/A,N/A,"SEVENTEEN - Domino",false,France,N/A,1625319666,"library / songs",2024-09-04T20:35:32.065Z,NATURAL_END_OF_TRACK,2024-09-04T20:39:07.034Z,2024-09-04T20:39:07.093Z,2024-09-04T20:35:32.065Z,214969,214969,214969,AUDIO,0,1,0,214969
2024-09-04T18:36:44.370Z,N/A,N/A,"BTS - Outro : Ego",false,France,N/A,1627576711,"library / songs",2024-09-04T18:36:44.370Z,NATURAL_END_OF_TRACK,2024-09-04T20:35:32.177Z,2024-09-04T20:35:32.238Z,2024-09-04T20:35:24.790Z,196437,189050,196437,AUDIO,0,1,0,196437
2024-09-04T18:33:27.759Z,N/A,N/A,"THE BOYZ - Unbreakable Sign",false,France,N/A,1754071701,"library / songs",2024-09-04T18:33:27.759Z,NATURAL_END_OF_TRACK,2024-09-04T18:36:44.012Z,2024-09-04T18:36:44.122Z,2024-09-04T18:33:27.759Z,196253,196253,196253,AUDIO,0,1,0,196253
2024-09-04T18:30:01.344Z,N/A,N/A,"SEVENTEEN - Diamond Days",false,France,N/A,1711288976,"library / songs",2024-09-04T18:30:01.344Z,NATURAL_END_OF_TRACK,2024-09-04T18:33:27.275Z,2024-09-04T18:33:27.363Z,2024-09-04T18:30:01.344Z,205931,205931,205931,AUDIO,0,1,0,205931
2024-09-04T18:26:16.179Z,N/A,N/A,"TREASURE - GOING CRAZY",false,France,N/A,1547403590,"library / songs",2024-09-04T18:26:16.179Z,NATURAL_END_OF_TRACK,2024-09-04T18:30:01.147Z,2024-09-04T18:30:01.247Z,2024-09-04T18:26:16.179Z,224968,224968,224968,AUDIO,0,1,0,224968
2024-09-04T18:23:57.826Z,N/A,N/A,"Jung Kook & Major Lazer - Closer to You",false,France,N/A,1709554778,"library / songs",2024-09-04T18:23:57.826Z,NATURAL_END_OF_TRACK,2024-09-04T18:26:48.873Z,2024-09-04T18:29:01.590Z,2024-09-04T18:23:57.826Z,171047,171047,171047,AUDIO,0,1,0,171047
2024-09-04T18:19:03.756Z,N/A,N/A,"EXO - 24/7 (Live)",false,France,N/A,1508288865,"library / songs",2024-09-04T18:19:03.756Z,NATURAL_END_OF_TRACK,2024-09-04T18:23:23.969Z,2024-09-04T18:23:24.109Z,2024-09-04T18:19:03.756Z,260213,260213,260213,AUDIO,0,1,0,260213
2024-09-04T18:16:11.760Z,N/A,N/A,"YUGYEOM - LA SOL MI",false,France,N/A,1727512955,"library / songs",2024-09-04T18:16:11.760Z,NATURAL_END_OF_TRACK,2024-09-04T18:19:04.066Z,2024-09-04T18:19:04.161Z,2024-09-04T18:16:11.760Z,172306,172306,172306,AUDIO,0,1,0,172306
2024-09-04T16:53:15.044Z,N/A,N/A,"BTS - Trivia 轉 : Seesaw",false,France,N/A,1627576695,"library / songs",2024-09-04T16:53:15.044Z,NATURAL_END_OF_TRACK,2024-09-04T18:16:11.022Z,2024-09-04T18:16:11.152Z,2024-09-04T18:16:08.477Z,246390,182453,246390,AUDIO,0,1,0,246390
2024-09-04T16:49:50.220Z,N/A,N/A,"TOMORROW X TOGETHER - Ice Cream",false,France,N/A,1569754009,"library / songs",2024-09-04T16:49:50.220Z,NATURAL_END_OF_TRACK,2024-09-04T16:53:14.204Z,2024-09-04T16:53:14.505Z,2024-09-04T16:50:47.730Z,202761,146474,202761,AUDIO,0,1,0,202761
2024-09-04T16:46:37.400Z,N/A,N/A,"SEVENTEEN - HEY BUDDY",false,France,N/A,1535649377,"library / songs",2024-09-04T16:46:37.400Z,NATURAL_END_OF_TRACK,2024-09-04T16:49:50.717Z,2024-09-04T16:49:50.786Z,2024-09-04T16:49:23.129Z,198240,170652,198240,AUDIO,0,1,0,198240
2024-09-04T16:43:48.753Z,N/A,N/A,"ZEROBASEONE - Insomnia",false,France,N/A,1762581276,"library / songs",2024-09-04T16:43:48.753Z,NATURAL_END_OF_TRACK,2024-09-04T16:46:32.370Z,2024-09-04T16:46:32.487Z,2024-09-04T16:43:48.753Z,163617,163617,163617,AUDIO,0,1,0,163617
2024-09-04T16:40:19.466Z,N/A,N/A,"NAYEON - Magic (feat. JULIE)",false,France,N/A,1745594623,"library / songs",2024-09-04T16:40:19.466Z,NATURAL_END_OF_TRACK,2024-09-04T16:43:47.518Z,2024-09-04T16:43:47.594Z,2024-09-04T16:41:06.926Z,206848,160592,206848,AUDIO,0,1,0,206848
2024-09-04T16:36:52.687Z,N/A,N/A,"CRAVITY - Worst Thriller",false,France,N/A,1730850561,"library / songs",2024-09-04T16:36:52.687Z,NATURAL_END_OF_TRACK,2024-09-04T16:40:19.881Z,2024-09-04T16:40:19.951Z,2024-09-04T16:36:52.687Z,207194,207194,207194,AUDIO,0,1,0,207194
2024-09-04T16:33:34.498Z,N/A,N/A,"SUPER JUNIOR-D&E - You&Me",false,France,N/A,1752799871,"library / songs",2024-09-04T16:33:34.498Z,NATURAL_END_OF_TRACK,2024-09-04T16:36:52.387Z,2024-09-04T16:36:52.533Z,2024-09-04T16:33:34.498Z,197889,197889,197889,AUDIO,0,1,0,197889
2024-09-04T16:28:41.647Z,N/A,N/A,"BTS - Lights",false,France,N/A,1469320480,"library / songs",2024-09-04T16:28:41.647Z,NATURAL_END_OF_TRACK,2024-09-04T16:33:34.420Z,2024-09-04T16:33:34.502Z,2024-09-04T16:28:41.647Z,292773,292773,292773,AUDIO,0,1,0,292773
2024-09-04T16:26:12.857Z,N/A,N/A,"V - FRI(END)S",false,France,N/A,1734862500,"library / songs",2024-09-04T16:26:12.857Z,NATURAL_END_OF_TRACK,2024-09-04T16:28:41.362Z,2024-09-04T16:28:41.445Z,2024-09-04T16:27:08.959Z,148146,92403,148146,AUDIO,0,1,0,148080
2024-09-04T11:49:47.030Z,N/A,N/A,"BTS - Answer : Love Myself",false,France,N/A,1598730982,"library / songs",2024-09-04T11:49:47.030Z,NATURAL_END_OF_TRACK,2024-09-04T16:26:12.264Z,2024-09-04T16:26:12.538Z,2024-09-04T16:26:09.501Z,251279,248516,251279,AUDIO,0,1,0,251279
2024-09-04T11:46:15.050Z,N/A,N/A,"Jimin - Like Crazy",false,France,N/A,1676947244,"library / songs",2024-09-04T11:46:15.050Z,NATURAL_END_OF_TRACK,2024-09-04T11:49:47.291Z,2024-09-04T11:49:47.436Z,2024-09-04T11:46:15.050Z,212241,212241,212241,AUDIO,0,1,0,212241
2024-09-04T11:43:06.861Z,N/A,N/A,"NAYEON - Something",false,France,N/A,1745594626,"library / songs",2024-09-04T11:43:06.861Z,NATURAL_END_OF_TRACK,2024-09-04T11:46:14.647Z,2024-09-04T11:46:14.731Z,2024-09-04T11:43:06.861Z,187786,187786,187786,AUDIO,0,1,0,187786
2024-09-04T11:39:53.768Z,N/A,N/A,"BTS - Yet To Come",false,France,N/A,1627575774,"library / songs",2024-09-04T11:39:53.768Z,NATURAL_END_OF_TRACK,2024-09-04T11:43:07.425Z,2024-09-04T11:43:07.486Z,2024-09-04T11:39:53.768Z,193657,193657,193657,AUDIO,0,1,0,193657
2024-09-04T11:37:10.202Z,N/A,N/A,"Gaho - High",false,France,N/A,1594803095,"library / songs",2024-09-04T11:37:10.202Z,NATURAL_END_OF_TRACK,2024-09-04T11:39:53.255Z,2024-09-04T11:39:53.357Z,2024-09-04T11:37:10.202Z,163053,163053,163053,AUDIO,0,1,0,163053
2024-09-04T11:34:21.419Z,N/A,N/A,"NAYEON - POP!",false,France,N/A,1624932774,"library / songs",2024-09-04T11:34:21.419Z,NATURAL_END_OF_TRACK,2024-09-04T11:37:09.649Z,2024-09-04T11:37:09.747Z,2024-09-04T11:34:21.419Z,168230,168230,168230,AUDIO,0,1,0,168230
2024-09-04T11:30:06.805Z,N/A,N/A,"BTS - Blue & Grey",false,France,N/A,1596532204,"library / songs",2024-09-04T11:30:06.805Z,NATURAL_END_OF_TRACK,2024-09-04T11:34:21.824Z,2024-09-04T11:34:21.934Z,2024-09-04T11:30:06.805Z,255019,255019,255019,AUDIO,0,1,0,255019
2024-09-04T11:26:33.192Z,N/A,N/A,"Juju B. Goode - Sunset Bossa Nova",false,France,N/A,1599925097,"library / songs",2024-09-04T11:26:33.192Z,NATURAL_END_OF_TRACK,2024-09-04T11:30:06.650Z,2024-09-04T11:30:06.778Z,2024-09-04T11:26:33.192Z,213458,213458,213458,AUDIO,0,1,0,213458
2024-09-03T21:54:19.552Z,N/A,N/A,"STAYC - Fakin’ (Sumin & Yoon)",false,France,N/A,1752835390,"library / songs",2024-09-03T21:54:19.552Z,NATURAL_END_OF_TRACK,2024-09-04T11:26:32.475Z,2024-09-04T11:26:32.567Z,2024-09-04T11:26:30.083Z,166224,163833,166224,AUDIO,0,1,0,166225
2024-09-03T17:26:18.287Z,N/A,N/A,"NCT U - Universe (Let's Play Ball)",false,France,N/A,1597697602,"library / songs",2024-09-03T17:26:18.287Z,NATURAL_END_OF_TRACK,2024-09-03T21:54:19.066Z,2024-09-03T21:54:19.327Z,2024-09-03T21:54:16.191Z,231466,228591,231466,AUDIO,0,1,0,231466
2024-09-03T17:22:57.981Z,N/A,N/A,"EXO - Love Shot",false,France,N/A,1446231541,"library / songs",2024-09-03T17:22:57.981Z,NATURAL_END_OF_TRACK,2024-09-03T17:26:18.287Z,2024-09-03T17:26:18.364Z,2024-09-03T17:22:57.981Z,200306,200306,200306,AUDIO,0,1,0,200306
2024-09-03T17:19:08.349Z,N/A,N/A,"Jimin - Face-off",false,France,N/A,1676947237,"library / songs",2024-09-03T17:19:08.349Z,NATURAL_END_OF_TRACK,2024-09-03T17:22:57.976Z,2024-09-03T17:22:58.032Z,2024-09-03T17:19:08.349Z,229627,229627,229627,AUDIO,0,1,0,229627
2024-09-03T17:15:41.163Z,N/A,N/A,"EVERGLOW - Don't Speak",false,France,N/A,1597707851,"library / songs",2024-09-03T17:15:41.163Z,NATURAL_END_OF_TRACK,2024-09-03T17:19:08.483Z,2024-09-03T17:19:08.541Z,2024-09-03T17:15:41.163Z,207320,207320,207320,AUDIO,0,1,0,207320
